basename,sap_score
binder09670_CD20_46-217,35.848
binder09671_CD20_46-217,36.523
binder09672_CD20_46-217,46.651
binder09673_CD20_46-217,47.252
binder09674_CD20_46-217,41.592
binder09675_CD20_46-217,56.161
binder09676_CD20_46-217,42.192
binder09677_CD20_46-217,50.322
binder09678_CD20_46-217,51.525
binder09679_CD20_46-217,42.731
binder09680_CD20_46-217,57.764
binder09681_CD20_46-217,51.651
binder09682_CD20_46-217,45.918
binder09683_CD20_46-217,45.265
binder09684_CD20_46-217,42.068
binder09685_CD20_46-217,49.286
binder09686_CD20_46-217,49.558
binder09687_CD20_46-217,36.523
binder09688_CD20_46-217,36.006
binder09689_CD20_46-217,50.595
binder09690_CD20_46-217,40.519
binder09691_CD20_46-217,32.959
binder09692_CD20_46-217,47.0
binder09693_CD20_46-217,34.578
binder09694_CD20_46-217,47.295
binder09695_CD20_46-217,47.56
binder09696_CD20_46-217,39.864
binder09697_CD20_46-217,38.678
binder09698_CD20_46-217,54.287
binder09699_CD20_46-217,35.008
binder09700_CD20_46-217,48.531
binder09701_CD20_46-217,35.339
binder09702_CD20_46-217,48.41
binder09703_CD20_46-217,48.018
binder09704_CD20_46-217,46.21
binder09705_CD20_46-217,49.386
binder09706_CD20_46-217,44.373
binder09707_CD20_46-217,46.043
binder09708_CD20_46-217,48.297
binder09709_CD20_46-217,43.182
binder09710_CD20_46-217,36.839
binder09711_CD20_46-217,48.909
binder09712_CD20_46-217,44.871
binder09713_CD20_46-217,50.113
binder09714_CD20_46-217,48.779
binder09715_CD20_46-217,43.154
binder09716_CD20_46-217,46.625
binder09717_CD20_46-217,34.233
binder09718_CD20_46-217,52.742
binder09719_CD20_46-217,56.683
binder09720_CD20_46-217,42.534
binder09721_CD20_46-217,55.705
binder09722_CD20_46-217,38.799
binder09723_CD20_46-217,46.067
binder09724_CD20_46-217,50.904
binder09725_CD20_46-217,34.516
binder09726_CD20_46-217,35.712
binder09727_CD20_46-217,40.12
binder09728_CD20_46-217,36.518
binder09729_CD20_46-217,50.836
binder09730_CD20_46-217,41.046
binder09731_CD20_46-217,49.349
binder09732_CD20_46-217,46.272
binder09733_CD20_46-217,40.989
binder09734_CD20_46-217,46.647
binder09735_CD20_46-217,46.247
binder09736_CD20_46-217,36.555
binder09737_CD20_46-217,41.923
binder09738_CD20_46-217,39.629
binder09739_CD20_46-217,44.856
binder09740_CD20_46-217,40.945
binder09741_CD20_46-217,47.473
binder09742_CD20_46-217,51.743
binder09743_CD20_46-217,40.422
binder09744_CD20_46-217,49.878
binder09745_CD20_46-217,41.93
binder09746_CD20_46-217,33.551
binder09747_CD20_46-217,46.917
binder09748_CD20_46-217,43.278
binder09749_CD20_46-217,43.965
binder09750_CD20_46-217,42.711
binder09751_CD20_46-217,47.7
binder09752_CD20_46-217,49.619
binder09753_CD20_46-217,47.832
binder09754_CD20_46-217,37.64
binder09755_CD20_46-217,48.944
binder09756_CD20_46-217,42.131
binder09757_CD20_46-217,41.472
binder09758_CD20_46-217,43.423
binder09759_CD20_46-217,51.438
binder09760_CD20_46-217,44.087
binder09761_CD20_46-217,49.567
binder09762_CD20_46-217,47.303
binder09763_CD20_46-217,45.965
binder09764_CD20_46-217,40.302
binder09765_CD20_46-217,46.863
binder09766_CD20_46-217,44.072
binder09767_CD20_46-217,45.201
binder09768_CD20_46-217,48.187
binder09769_CD20_46-217,32.079
binder09770_CD20_46-217,42.207
binder09771_CD20_46-217,33.756
binder09772_CD20_46-217,43.98
binder09773_CD20_46-217,47.111
binder09774_CD20_46-217,39.457
binder09775_CD20_46-217,42.788
binder09776_CD20_46-217,42.834
binder09777_CD20_46-217,51.468
binder09778_CD20_46-217,40.207
binder09779_CD20_46-217,30.344
binder09780_CD20_46-217,43.173
binder09781_CD20_46-217,48.703
binder09782_CD20_46-217,40.986
binder09783_CD20_46-217,44.842
binder09784_CD20_46-217,42.874
binder09785_CD20_46-217,48.609
binder09786_CD20_46-217,45.355
binder09787_CD20_46-217,49.676
binder09788_CD20_46-217,42.075
binder09789_CD20_46-217,46.461
binder09790_CD20_46-217,55.977
binder09791_CD20_46-217,46.172
binder09792_CD20_46-217,47.427
binder09793_CD20_46-217,38.091
binder09794_CD20_46-217,48.409
binder09795_CD20_46-217,38.474
binder09796_CD20_46-217,45.67
binder09797_CD20_46-217,41.908
binder09798_CD20_46-217,42.748
binder09799_CD20_46-217,40.147
binder09800_CD20_46-217,46.376
binder09801_CD20_46-217,34.872
binder09802_CD20_46-217,51.414
binder09803_CD20_46-217,56.759
binder09804_CD20_46-217,50.658
binder09805_CD20_46-217,31.314
binder09806_CD20_46-217,38.178
binder09807_CD20_46-217,45.028
binder09808_CD20_46-217,43.198
binder09809_CD20_46-217,36.436
binder09810_CD20_46-217,52.044
binder09811_CD20_46-217,50.822
binder09812_CD20_46-217,31.679
binder09813_CD20_46-217,35.613
binder09814_CD20_46-217,32.298
binder09815_CD20_46-217,28.06
binder09816_CD20_46-217,40.252
binder09817_CD20_46-217,73.575
binder09818_CD20_46-217,37.801
binder09819_CD20_46-217,33.581
binder09820_CD20_46-217,20.294
binder09821_CD20_46-217,37.382
binder09822_CD20_46-217,32.72
binder09823_CD20_46-217,25.666
binder09824_CD20_46-217,25.738
binder09825_CD20_46-217,30.515
binder09826_CD20_46-217,45.793
binder09827_CD20_46-217,38.872
binder09828_CD20_46-217,23.702
binder09829_CD20_46-217,31.157
binder09830_CD20_46-217,29.554
binder09831_CD20_46-217,46.065
binder09832_CD20_46-217,34.231
binder09833_CD20_46-217,85.89
binder09834_CD20_46-217,72.698
binder09835_CD20_46-217,19.782
binder09836_CD20_46-217,29.053
binder09837_CD20_46-217,57.83
binder09838_CD20_46-217,27.215
binder09839_CD20_46-217,38.218
binder09840_CD20_46-217,23.38
binder09841_CD20_46-217,32.179
binder09842_CD20_46-217,33.343
binder09843_CD20_46-217,24.639
binder09844_CD20_46-217,47.081
binder09845_CD20_46-217,43.197
binder09846_CD20_46-217,22.965
binder09847_CD20_46-217,25.504
binder09848_CD20_46-217,25.476
binder09849_CD20_46-217,35.343
binder09850_CD20_46-217,40.338
binder09851_CD20_46-217,26.21
binder09852_CD20_46-217,99.489
binder09853_CD20_46-217,43.619
binder09854_CD20_46-217,18.637
binder09855_CD20_46-217,57.842
binder09856_CD20_46-217,24.325
binder09857_CD20_46-217,26.085
binder09858_CD20_46-217,31.522
binder09859_CD20_46-217,51.807
binder09860_CD20_46-217,37.999
binder09861_CD20_46-217,43.449
binder09862_CD20_46-217,31.823
binder09863_CD20_46-217,35.663
binder09864_CD20_46-217,27.328
binder09865_CD20_46-217,25.81
binder09866_CD20_46-217,25.497
binder09867_CD20_46-217,36.415
binder09868_CD20_46-217,29.546
binder09869_CD20_46-217,36.531
binder09870_CD20_46-217,35.608
binder09871_CD20_46-217,37.237
binder09872_CD20_46-217,38.625
binder09873_CD20_46-217,32.387
binder09874_CD20_46-217,33.118
binder09875_CD20_46-217,19.974
binder09876_CD20_46-217,34.37
binder09877_CD20_46-217,31.172
binder09878_CD20_46-217,49.189
binder09879_CD20_46-217,28.817
binder09880_CD20_46-217,39.496
binder09881_CD20_46-217,27.958
binder09882_CD20_46-217,32.555
binder09883_CD20_46-217,28.16
binder09884_CD20_46-217,50.382
binder09885_CD20_46-217,36.818
binder09886_CD20_46-217,61.391
binder09887_CD20_46-217,30.144
binder09888_CD20_46-217,27.711
binder09889_CD20_46-217,19.109
binder09890_CD20_46-217,29.832
binder09891_CD20_46-217,27.807
binder09892_CD20_46-217,22.586
binder09893_CD20_46-217,40.759
binder09894_CD20_46-217,24.096
binder09895_CD20_46-217,28.711
binder09896_CD20_46-217,23.867
binder09897_CD20_46-217,20.846
binder09898_CD20_46-217,36.78
binder09899_CD20_46-217,34.44
binder09900_CD20_46-217,39.104
binder09901_CD20_46-217,26.667
binder09902_CD20_46-217,36.927
binder09903_CD20_46-217,37.694
binder09904_CD20_46-217,50.979
binder09905_CD20_46-217,27.676
binder09906_CD20_46-217,32.817
binder09907_CD20_46-217,44.028
binder09908_CD20_46-217,36.26
binder09909_CD20_46-217,50.744
binder09910_CD20_46-217,33.217
binder09911_CD20_46-217,23.3
binder09912_CD20_46-217,27.042
binder09913_CD20_46-217,38.083
binder09914_CD20_46-217,41.018
binder09915_CD20_46-217,34.005
binder09916_CD20_46-217,28.752
binder09917_CD20_46-217,40.844
binder09918_CD20_46-217,29.323
binder09919_CD20_46-217,23.169
binder09920_CD20_46-217,45.062
binder09921_CD20_46-217,36.493
binder09922_CD20_46-217,26.021
binder09923_CD20_46-217,60.573
binder09924_CD20_46-217,34.294
binder09925_CD20_46-217,31.527
binder09926_CD20_46-217,29.111
binder09927_CD20_46-217,65.592
binder09928_CD20_46-217,56.15
binder09929_CD20_46-217,32.189
binder09930_CD20_46-217,29.879
binder09931_CD20_46-217,41.725
binder09932_CD20_46-217,86.323
binder09933_CD20_46-217,42.061
binder09934_CD20_46-217,26.794
binder09935_CD20_46-217,34.667
binder09936_CD20_46-217,60.21
binder09937_CD20_46-217,56.095
binder09938_CD20_46-217,37.835
binder09939_CD20_46-217,30.196
binder09940_CD20_46-217,32.826
binder09941_CD20_46-217,32.607
binder09942_CD20_46-217,26.866
binder09943_CD20_46-217,46.92
binder09944_CD20_46-217,58.984
binder09945_CD20_46-217,31.702
binder09946_CD20_46-217,71.644
binder09947_CD20_46-217,31.312
binder09948_CD20_46-217,41.246
binder09949_CD20_46-217,37.781
binder09950_CD20_46-217,38.616
binder09951_CD20_46-217,47.564
binder09952_CD20_46-217,24.154
binder09953_CD20_46-217,35.99
binder09954_CD20_46-217,26.344
binder09955_CD20_46-217,27.373
binder09956_CD20_46-217,46.565
binder09957_CD20_46-217,29.407
binder09958_CD20_46-217,32.56
binder09959_CD20_46-217,45.661
binder09960_CD20_46-217,38.011
binder09961_CD20_46-217,34.285
binder09962_CD20_46-217,33.697
binder09963_CD20_46-217,23.113
binder09964_CD20_46-217,29.003
binder09965_CD20_46-217,25.255
binder09966_CD20_46-217,22.938
binder09967_CD20_46-217,42.415
binder09968_CD20_46-217,62.926
binder09969_CD20_46-217,34.097
binder09970_CD20_46-217,33.373
binder09971_CD20_46-217,25.671
binder09972_CD20_46-217,32.757
binder09973_CD20_46-217,23.968
binder09974_CD20_46-217,52.757
binder09975_CD20_46-217,28.195
binder09976_CD20_46-217,29.801
binder09977_CD20_46-217,31.427
binder09978_CD20_46-217,28.735
binder09979_CD20_46-217,27.33
binder09980_CD20_46-217,30.077
binder09981_CD20_46-217,31.237
binder09982_CD20_46-217,45.73
binder09983_CD20_46-217,21.82
binder09984_CD20_46-217,70.607
binder09985_CD20_46-217,27.553
binder09986_CD20_46-217,27.07
binder09987_CD20_46-217,27.16
binder09988_CD20_46-217,12.965
binder09989_CD20_46-217,34.119
binder09990_CD20_46-217,37.103
binder09991_CD20_46-217,33.422
binder09992_CD20_46-217,32.027
binder09993_CD20_46-217,32.874
binder09994_CD20_46-217,31.865
binder09995_CD20_46-217,29.851
binder09996_CD20_46-217,32.734
binder09997_CD20_46-217,26.505
binder09998_CD20_46-217,23.912
binder09999_CD20_46-217,63.548
binder10000_CD20_46-217,49.44
binder10001_CD20_46-217,83.58
binder10002_CD20_46-217,40.417
binder10003_CD20_46-217,30.358
binder10004_CD20_46-217,45.377
binder10005_CD20_46-217,46.134
binder10006_CD20_46-217,27.707
binder10007_CD20_46-217,37.9
binder10008_CD20_46-217,37.877
binder10009_CD20_46-217,54.17
binder10010_CD20_46-217,30.572
binder10011_CD20_46-217,40.319
binder10012_CD20_46-217,50.508
binder10013_CD20_46-217,28.134
binder10014_CD20_46-217,43.286
binder10015_CD20_46-217,55.639
binder10016_CD20_46-217,30.958
binder10017_CD20_46-217,27.569
binder10018_CD20_46-217,30.585
binder10019_CD20_46-217,26.417
binder10020_CD20_46-217,55.311
binder10021_CD20_46-217,30.819
binder10022_CD20_46-217,45.743
binder10023_CD20_46-217,39.722
binder10024_CD20_46-217,34.958
binder10025_CD20_46-217,40.307
binder10026_CD20_46-217,18.885
binder10027_CD20_46-217,37.498
binder10028_CD20_46-217,29.933
binder10029_CD20_46-217,41.984
binder10030_CD20_46-217,39.51
binder10031_CD20_46-217,31.272
binder10032_CD20_46-217,53.461
binder10033_CD20_46-217,31.811
binder10034_CD20_46-217,57.498
binder10035_CD20_46-217,36.724
binder10036_CD20_46-217,29.815
binder10037_CD20_46-217,20.905
binder10038_CD20_46-217,31.389
binder10039_CD20_46-217,37.418
binder10040_CD20_46-217,36.536
binder10041_CD20_46-217,35.076
binder10042_CD20_46-217,24.714
binder10043_CD20_46-217,30.273
binder10044_CD20_46-217,35.25
binder10045_CD20_46-217,65.244
binder10046_CD20_46-217,36.526
binder10047_CD20_46-217,45.785
binder10048_CD20_46-217,40.827
binder10049_CD20_46-217,34.083
binder10050_CD20_46-217,34.917
binder10051_CD20_46-217,33.462
binder10052_CD20_46-217,35.959
binder10053_CD20_46-217,23.665
binder10054_CD20_46-217,23.397
binder10055_CD20_46-217,34.189
binder10056_CD20_46-217,48.292
binder10057_CD20_46-217,30.676
binder10058_CD20_46-217,32.124
binder10059_CD20_46-217,24.465
binder10060_CD20_46-217,46.616
binder10061_CD20_46-217,45.917
binder10062_CD20_46-217,24.454
binder10063_CD20_46-217,24.99
binder10064_CD20_46-217,68.92
binder10065_CD20_46-217,36.065
binder10066_CD20_46-217,23.896
binder10067_CD20_46-217,80.233
binder10068_CD20_46-217,26.987
binder10069_CD20_46-217,44.5
binder10070_CD20_46-217,34.841
binder10071_CD20_46-217,36.052
binder10072_CD20_46-217,34.301
binder10073_CD20_46-217,26.679
binder10074_CD20_46-217,24.937
binder10075_CD20_46-217,40.469
binder10076_CD20_46-217,32.19
binder10077_CD20_46-217,39.697
binder10078_CD20_46-217,45.29
binder10079_CD20_46-217,31.017
binder10080_CD20_46-217,49.831
binder10081_CD20_46-217,80.457
binder10082_CD20_46-217,23.891
binder10083_CD20_46-217,83.859
binder10084_CD20_46-217,32.801
binder10085_CD20_46-217,44.749
binder10086_CD20_46-217,42.046
binder10087_CD20_46-217,29.907
binder10088_CD20_46-217,60.764
binder10089_CD20_46-217,51.79
binder10090_CD20_46-217,65.344
binder10091_CD20_46-217,28.428
binder10092_CD20_46-217,31.369
binder10093_CD20_46-217,34.67
binder10094_CD20_46-217,33.917
binder10095_CD20_46-217,44.481
binder10096_CD20_46-217,86.255
binder10097_CD20_46-217,33.74
binder10098_CD20_46-217,54.624
binder10099_CD20_46-217,40.445
binder10100_CD20_46-217,32.125
binder10101_CD20_46-217,55.595
binder10102_CD20_46-217,24.226
binder10103_CD20_46-217,34.696
binder10104_CD20_46-217,37.016
binder10105_CD20_46-217,39.875
binder10106_CD20_46-217,49.676
binder10107_CD20_46-217,40.596
binder10108_CD20_46-217,30.991
binder10109_CD20_46-217,25.265
binder10110_CD20_46-217,45.269
binder10111_CD20_46-217,20.746
binder10112_CD20_46-217,31.94
binder10113_CD20_46-217,28.659
binder10114_CD20_46-217,28.161
binder10115_CD20_46-217,29.131
binder10116_CD20_46-217,14.527
binder10117_CD20_46-217,50.773
binder10118_CD20_46-217,34.147
binder10119_CD20_46-217,31.571
binder10120_CD20_46-217,31.985
binder10121_CD20_46-217,18.346
binder10122_CD20_46-217,45.296
binder10123_CD20_46-217,30.542
binder10124_CD20_46-217,48.324
binder10125_CD20_46-217,22.588
binder10126_CD20_46-217,37.401
binder10127_CD20_46-217,75.588
binder10128_CD20_46-217,30.637
binder10129_CD20_46-217,48.27
binder10130_CD20_46-217,23.361
binder10131_CD20_46-217,26.98
binder10132_CD20_46-217,19.751
binder10133_CD20_46-217,21.082
binder10134_CD20_46-217,27.293
binder10135_CD20_46-217,34.863
binder10136_CD20_46-217,84.731
binder10137_CD20_46-217,46.616
binder10138_CD20_46-217,28.933
binder10139_CD20_46-217,38.916
binder10140_CD20_46-217,32.873
binder10141_CD20_46-217,45.817
binder10142_CD20_46-217,35.183
binder10143_CD20_46-217,17.703
binder10144_CD20_46-217,34.135
binder10145_CD20_46-217,49.564
binder10146_CD20_46-217,35.032
binder10147_CD20_46-217,99.97
binder10148_CD20_46-217,33.767
binder10149_CD20_46-217,22.524
binder10150_CD20_46-217,30.971
binder10151_CD20_46-217,34.209
binder10152_CD20_46-217,66.297
binder10153_CD20_46-217,37.6
binder10154_CD20_46-217,27.919
binder10155_CD20_46-217,14.776
binder10156_CD20_46-217,53.921
binder10157_CD20_46-217,25.727
binder10158_CD20_46-217,30.179
binder10159_CD20_46-217,31.085
binder10160_CD20_46-217,23.558
binder10161_CD20_46-217,34.698
binder10162_CD20_46-217,38.617
binder10163_CD20_46-217,54.185
binder10164_CD20_46-217,52.932
binder10165_CD20_46-217,36.427
binder10166_CD20_46-217,25.307
binder10167_CD20_46-217,24.65
binder10168_CD20_46-217,40.171
binder10169_CD20_46-217,16.978
binder10170_CD20_46-217,31.746
binder10171_CD20_46-217,28.469
binder10172_CD20_46-217,44.407
binder10173_CD20_46-217,50.195
binder10174_CD20_46-217,37.225
binder10175_CD20_46-217,31.068
binder10176_CD20_46-217,35.692
binder10177_CD20_46-217,41.993
binder10178_CD20_46-217,33.937
binder10179_CD20_46-217,40.234
binder10180_CD20_46-217,38.773
binder10181_CD20_46-217,44.362
binder10182_CD20_46-217,24.985
binder10183_CD20_46-217,30.094
binder10184_CD20_46-217,38.617
binder10185_CD20_46-217,41.102
binder10186_CD20_46-217,30.612
binder10187_CD20_46-217,52.448
binder10188_CD20_46-217,37.02
binder10189_CD20_46-217,22.986
binder10190_CD20_46-217,31.408
binder10191_CD20_46-217,22.166
binder10192_CD20_46-217,26.032
binder10193_CD20_46-217,26.751
binder10194_CD20_46-217,48.732
binder10195_CD20_46-217,36.689
binder10196_CD20_46-217,42.32
binder10197_CD20_46-217,24.825
binder10198_CD20_46-217,19.86
binder10199_CD20_46-217,33.693
binder10200_CD20_46-217,79.447
binder10201_CD20_46-217,30.841
binder10202_CD20_46-217,64.432
binder10203_CD20_46-217,47.767
binder10204_CD20_46-217,35.247
binder10205_CD20_46-217,38.157
binder10206_CD20_46-217,34.275
binder10207_CD20_46-217,27.846
binder10208_CD20_46-217,35.147
binder10209_CD20_46-217,47.302
binder10210_CD20_46-217,22.872
binder10211_CD20_46-217,42.0
binder10212_CD20_46-217,37.203
binder10213_CD20_46-217,33.797
binder10214_CD20_46-217,17.059
binder10215_CD20_46-217,22.738
binder10216_CD20_46-217,32.889
binder10217_CD20_46-217,40.258
binder10218_CD20_46-217,35.188
binder10219_CD20_46-217,88.48
binder10220_CD20_46-217,29.798
binder10221_CD20_46-217,37.733
binder10222_CD20_46-217,23.853
binder10223_CD20_46-217,73.262
binder10224_CD20_46-217,46.079
binder10225_CD20_46-217,24.332
binder10226_CD20_46-217,26.586
binder10227_CD20_46-217,62.912
binder10228_CD20_46-217,28.196
binder10229_CD20_46-217,34.705
binder10230_CD20_46-217,26.96
binder10231_CD20_46-217,29.446
binder10232_CD20_46-217,36.402
binder10233_CD20_46-217,36.978
binder10234_CD20_46-217,31.979
binder10235_CD20_46-217,37.122
binder10236_CD20_46-217,42.755
binder10237_CD20_46-217,24.797
binder10238_CD20_46-217,26.431
binder10239_CD20_46-217,21.817
binder10240_CD20_46-217,25.073
binder10241_CD20_46-217,35.551
binder10242_CD20_46-217,45.207
binder10243_CD20_46-217,18.379
binder10244_CD20_46-217,19.164
binder10245_CD20_46-217,29.005
binder10246_CD20_46-217,37.019
binder10247_CD20_46-217,29.004
binder10248_CD20_46-217,38.413
binder10249_CD20_46-217,37.397
binder10250_CD20_46-217,25.935
binder10251_CD20_46-217,39.382
binder10252_CD20_46-217,40.129
binder10253_CD20_46-217,37.998
binder10254_CD20_46-217,34.401
binder10255_CD20_46-217,39.622
binder10256_CD20_46-217,25.198
binder10257_CD20_46-217,31.836
binder10258_CD20_46-217,27.604
binder10259_CD20_46-217,37.71
binder10260_CD20_46-217,39.585
binder10261_CD20_46-217,39.178
binder10262_CD20_46-217,39.442
binder10263_CD20_46-217,21.433
binder10264_CD20_46-217,37.617
binder10265_CD20_46-217,24.202
binder10266_CD20_46-217,35.248
binder10267_CD20_46-217,31.737
binder10268_CD20_46-217,41.917
binder10269_CD20_46-217,28.974
binder10270_CD20_46-217,69.77
binder10271_CD20_46-217,29.722
binder10272_CD20_46-217,41.073
binder10273_CD20_46-217,36.482
binder10274_CD20_46-217,25.267
binder10275_CD20_46-217,42.542
binder10276_CD20_46-217,19.289
binder10277_CD20_46-217,48.616
binder10278_CD20_46-217,44.515
binder10279_CD20_46-217,34.942
binder10280_CD20_46-217,24.144
binder10281_CD20_46-217,30.688
binder10282_CD20_46-217,37.938
binder10283_CD20_46-217,35.29
binder10284_CD20_46-217,32.289
binder10285_CD20_46-217,38.699
binder10286_CD20_46-217,28.384
binder10287_CD20_46-217,33.661
binder10288_CD20_46-217,33.25
binder10289_CD20_46-217,32.606
binder10290_CD20_46-217,44.074
binder10291_CD20_46-217,29.363
binder10292_CD20_46-217,78.537
binder10293_CD20_46-217,62.433
binder10294_CD20_46-217,52.726
binder10295_CD20_46-217,25.637
binder10296_CD20_46-217,34.427
binder10297_CD20_46-217,25.786
binder10298_CD20_46-217,38.221
binder10299_CD20_46-217,27.72
binder10300_CD20_46-217,27.131
binder10301_CD20_46-217,35.035
binder10302_CD20_46-217,49.625
binder10303_CD20_46-217,26.961
binder10304_CD20_46-217,107.355
binder10305_CD20_46-217,35.409
binder10306_CD20_46-217,28.918
binder10307_CD20_46-217,60.645
binder10308_CD20_46-217,25.786
binder10309_CD20_46-217,25.393
binder10310_CD20_46-217,80.444
binder10311_CD20_46-217,36.89
binder10312_CD20_46-217,17.792
binder10313_CD20_46-217,45.314
binder10314_CD20_46-217,36.114
binder10315_CD20_46-217,48.112
binder10316_CD20_46-217,22.492
binder10317_CD20_46-217,35.149
binder10318_CD20_46-217,30.739
binder10319_CD20_46-217,40.572
binder10320_CD20_46-217,50.502
binder10321_CD20_46-217,24.957
binder10322_CD20_46-217,31.354
binder10323_CD20_46-217,32.859
binder10324_CD20_46-217,23.986
binder10325_CD20_46-217,27.761
binder10326_CD20_46-217,40.09
binder10327_CD20_46-217,93.794
binder10328_CD20_46-217,31.652
binder10329_CD20_46-217,17.898
binder10330_CD20_46-217,29.272
binder10331_CD20_46-217,35.97
binder10332_CD20_46-217,14.967
binder10333_CD20_46-217,22.662
binder10334_CD20_46-217,29.715
binder10335_CD20_46-217,39.807
binder10336_CD20_46-217,36.434
binder10337_CD20_46-217,52.946
binder10338_CD20_46-217,105.41
binder10339_CD20_46-217,32.431
binder10340_CD20_46-217,117.002
binder10341_CD20_46-217,38.028
binder10342_CD20_46-217,36.745
binder10343_CD20_46-217,34.102
binder10344_CD20_46-217,35.871
binder10345_CD20_46-217,31.486
binder10346_CD20_46-217,27.897
binder10347_CD20_46-217,58.968
binder10348_CD20_46-217,29.61
binder10349_CD20_46-217,21.62
binder10350_CD20_46-217,42.605
binder10351_CD20_46-217,19.969
binder10352_CD20_46-217,56.021
binder10353_CD20_46-217,34.24
binder10354_CD20_46-217,34.144
binder10355_CD20_46-217,75.168
binder10356_CD20_46-217,39.425
binder10357_CD20_46-217,33.412
binder10358_CD20_46-217,40.246
binder10359_CD20_46-217,32.177
binder10360_CD20_46-217,39.44
binder10361_CD20_46-217,26.631
binder10362_CD20_46-217,45.897
binder10363_CD20_46-217,35.735
binder10364_CD20_46-217,36.387
binder10365_CD20_46-217,58.561
binder10366_CD20_46-217,66.893
binder10367_CD20_46-217,34.747
binder10368_CD20_46-217,42.202
binder10369_CD20_46-217,32.879
binder10370_CD20_46-217,82.942
binder10371_CD20_46-217,131.923
binder10372_CD20_46-217,31.074
binder10373_CD20_46-217,34.267
binder10374_CD20_46-217,36.072
binder10375_CD20_46-217,42.152
binder10376_CD20_46-217,28.14
binder10377_CD20_46-217,31.127
binder10378_CD20_46-217,33.538
binder10379_CD20_46-217,41.162
binder10380_CD20_46-217,24.694
binder10381_CD20_46-217,71.178
binder10382_CD20_46-217,49.562
binder10383_CD20_46-217,24.476
binder10384_CD20_46-217,24.456
binder10385_CD20_46-217,55.823
binder10386_CD20_46-217,57.192
binder10387_CD20_46-217,60.283
binder10388_CD20_46-217,26.7
binder10389_CD20_46-217,76.747
binder10390_CD20_46-217,28.887
binder10391_CD20_46-217,64.208
binder10392_CD20_46-217,25.647
binder10393_CD20_46-217,55.241
binder10394_CD20_46-217,33.291
binder10395_CD20_46-217,45.826
binder10396_CD20_46-217,23.48
binder10397_CD20_46-217,25.785
binder10398_CD20_46-217,24.575
binder10399_CD20_46-217,34.849
binder10400_CD20_46-217,45.716
binder10401_CD20_46-217,39.006
binder10402_CD20_46-217,20.3
binder10403_CD20_46-217,35.804
binder10404_CD20_46-217,27.853
binder10405_CD20_46-217,24.028
binder10406_CD20_46-217,45.975
binder10407_CD20_46-217,37.426
binder10408_CD20_46-217,47.887
binder10409_CD20_46-217,22.427
binder10410_CD20_46-217,35.036
binder10411_CD20_46-217,47.878
binder10412_CD20_46-217,23.561
binder10413_CD20_46-217,33.478
binder10414_CD20_46-217,43.765
binder10415_CD20_46-217,26.196
binder10416_CD20_46-217,22.384
binder10417_CD20_46-217,27.625
binder10418_CD20_46-217,21.906
binder10419_CD20_46-217,38.472
binder10420_CD20_46-217,32.258
binder10421_CD20_46-217,23.613
binder10422_CD20_46-217,45.299
binder10423_CD20_46-217,30.881
binder10424_CD20_46-217,31.714
binder10425_CD20_46-217,42.6
binder10426_CD20_46-217,38.268
binder10427_CD20_46-217,30.117
binder10428_CD20_46-217,50.904
binder10429_CD20_46-217,38.603
binder10430_CD20_46-217,36.398
binder10431_CD20_46-217,36.073
binder10432_CD20_46-217,29.542
binder10433_CD20_46-217,34.135
binder10434_CD20_46-217,74.301
binder10435_CD20_46-217,44.918
binder10436_CD20_46-217,30.805
binder10437_CD20_46-217,32.732
binder10438_CD20_46-217,31.895
binder10439_CD20_46-217,21.104
binder10440_CD20_46-217,53.583
binder10441_CD20_46-217,32.983
binder10442_CD20_46-217,72.371
binder10443_CD20_46-217,58.947
binder10444_CD20_46-217,22.328
binder10445_CD20_46-217,65.052
binder10446_CD20_46-217,33.347
binder10447_CD20_46-217,34.284
binder10448_CD20_46-217,50.224
binder10449_CD20_46-217,38.112
binder10450_CD20_46-217,51.938
binder10451_CD20_46-217,39.645
binder10452_CD20_46-217,99.617
binder10453_CD20_46-217,24.021
binder10454_CD20_46-217,66.945
binder10455_CD20_46-217,38.914
binder10456_CD20_46-217,29.849
binder10457_CD20_46-217,23.967
binder10458_CD20_46-217,26.16
binder10459_CD20_46-217,41.071
binder10460_CD20_46-217,44.993
binder10461_CD20_46-217,29.394
binder10462_CD20_46-217,30.243
binder10463_CD20_46-217,83.006
binder10464_CD20_46-217,26.061
binder10465_CD20_46-217,37.395
binder10466_CD20_46-217,35.441
binder10467_CD20_46-217,27.385
binder10468_CD20_46-217,45.154
binder10469_CD20_46-217,32.03
binder10470_CD20_46-217,40.572
binder10471_CD20_46-217,32.652
binder10472_CD20_46-217,29.208
binder10473_CD20_46-217,87.388
binder10474_CD20_46-217,31.425
binder10475_CD20_46-217,26.284
binder10476_CD20_46-217,22.708
binder10477_CD20_46-217,34.524
binder10478_CD20_46-217,32.495
binder10479_CD20_46-217,27.306
binder10480_CD20_46-217,19.216
binder10481_CD20_46-217,79.026
binder10482_CD20_46-217,86.741
binder10483_CD20_46-217,75.921
binder10484_CD20_46-217,42.318
binder10485_CD20_46-217,24.924
binder10486_CD20_46-217,46.45
binder10487_CD20_46-217,44.58
binder10488_CD20_46-217,87.213
binder10489_CD20_46-217,26.867
binder10490_CD20_46-217,63.575
binder10491_CD20_46-217,88.654
binder10492_CD20_46-217,37.009
