model,A_B_ipSAE,A_B_ipSAE_max,A_C_ipSAE,A_C_ipSAE_max,A_B_ipSAE_d0chn,A_B_ipSAE_d0chn_max,A_C_ipSAE_d0chn,A_C_ipSAE_d0chn_max,A_B_ipSAE_d0dom,A_B_ipSAE_d0dom_max,A_C_ipSAE_d0dom,A_C_ipSAE_d0dom_max
binder09328_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09329_CD20_46-217_model_0,0.0055845,0.011169,0.005406,0.010812,0.1326375,0.265275,0.129464,0.258928,0.0055845,0.011169,0.005406,0.010812
binder09330_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09331_CD20_46-217_model_0,0.0,0.0,0.0054,0.0108,0.0,0.0,0.1293585,0.258717,0.0,0.0,0.0054,0.0108
binder09332_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09333_CD20_46-217_model_0,0.2581755,0.304307,0.3013289999999999,0.374899,0.440681,0.469542,0.4787734999999999,0.492662,0.414146,0.437957,0.4659985,0.474954
binder09334_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09335_CD20_46-217_model_0,0.014429,0.014952,0.013219,0.013933,0.317484,0.324249,0.298927,0.309711,0.100074,0.127931,0.089592,0.110341
binder09336_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09337_CD20_46-217_model_0,0.005457,0.010914,0.0,0.0,0.130372,0.260744,0.0,0.0,0.005457,0.010914,0.0,0.0
binder09338_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09339_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09340_CD20_46-217_model_0,0.0233075,0.0342,0.138051,0.200105,0.290112,0.293577,0.328948,0.343289,0.1073755,0.119879,0.2701485,0.28815
binder09341_CD20_46-217_model_0,0.005908,0.011816,0.0464754999999999,0.081631,0.1382615,0.276523,0.286037,0.304169,0.005908,0.011816,0.0817015,0.152083
binder09342_CD20_46-217_model_0,0.0075645,0.015129,0.007325,0.01465,0.1617595,0.323519,0.159902,0.319804,0.061693,0.123386,0.060259,0.120518
binder09343_CD20_46-217_model_0,0.0125434999999999,0.013047,0.005897,0.011794,0.287923,0.29602,0.1380355,0.276071,0.0975725,0.13732,0.005897,0.011794
binder09344_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09345_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09346_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09347_CD20_46-217_model_0,0.005775,0.01155,0.0060665,0.012133,0.1359735,0.271947,0.140855,0.28171,0.005775,0.01155,0.026484,0.052968
binder09348_CD20_46-217_model_0,0.2052975,0.24364,0.163846,0.16572,0.3962075,0.400921,0.3746555,0.399925,0.365001,0.384739,0.32693,0.380861
binder09349_CD20_46-217_model_0,0.005718,0.011436,0.0056155,0.011231,0.1349295,0.269859,0.1331835,0.266367,0.005718,0.011436,0.0056155,0.011231
binder09350_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09351_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09352_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09353_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09354_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09355_CD20_46-217_model_0,0.109731,0.171556,0.0424444999999999,0.050179,0.3248305,0.340494,0.312169,0.328868,0.2571545,0.26798,0.189554,0.198726
binder09356_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09357_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09358_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09359_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09360_CD20_46-217_model_0,0.4002805,0.482058,0.3364074999999999,0.411199,0.5879565,0.606302,0.520504,0.541895,0.581358,0.596603,0.5126769999999999,0.529835
binder09361_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09362_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09363_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09364_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09365_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09366_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09367_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09368_CD20_46-217_model_0,0.022396,0.027605,0.0158265,0.017776,0.318521,0.31995,0.313014,0.317252,0.1979699999999999,0.235371,0.1861114999999999,0.231936
binder09369_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09370_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09371_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09372_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09373_CD20_46-217_model_0,0.012453,0.012899,0.0119355,0.012255,0.286901,0.294092,0.278347,0.283609,0.05414,0.081414,0.0429984999999999,0.072625
binder09374_CD20_46-217_model_0,0.3152605,0.400513,0.185503,0.252562,0.494231,0.499808,0.3377805,0.34869,0.479118,0.483206,0.2913455,0.318837
binder09375_CD20_46-217_model_0,0.4559694999999999,0.539816,0.319664,0.410591,0.6452180000000001,0.664433,0.4997405,0.499773,0.643582,0.661161,0.4857115,0.497958
binder09376_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09377_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09378_CD20_46-217_model_0,0.005503,0.011006,0.0053605,0.010721,0.131195,0.26239,0.128647,0.257294,0.005503,0.011006,0.0053605,0.010721
binder09379_CD20_46-217_model_0,0.3935375,0.479183,0.3084695,0.397549,0.5818375,0.595797,0.4867185,0.487331,0.576032,0.585065,0.4694995,0.484296
binder09380_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09381_CD20_46-217_model_0,0.0054855,0.010971,0.0,0.0,0.130882,0.261764,0.0,0.0,0.0054855,0.010971,0.0,0.0
binder09382_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09383_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09384_CD20_46-217_model_0,0.0118035,0.012459,0.006059,0.012118,0.2758895,0.286867,0.1405825,0.281165,0.0562585,0.101369,0.0273335,0.054667
binder09385_CD20_46-217_model_0,0.3502515,0.451674,0.2471835,0.333524,0.5321005000000001,0.540884,0.405059,0.417531,0.524264,0.538194,0.3819265,0.413111
binder09386_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09387_CD20_46-217_model_0,0.327612,0.405358,0.3616135,0.438168,0.508827,0.52459,0.5446044999999999,0.563246,0.500031,0.509686,0.5360385,0.548774
binder09388_CD20_46-217_model_0,0.259391,0.344978,0.1840365,0.26314,0.4209895,0.429999,0.331281,0.340469,0.410573,0.427337,0.2978444999999999,0.327043
binder09389_CD20_46-217_model_0,0.363797,0.488889,0.2583015,0.352619,0.557863,0.575614,0.441184,0.443049,0.5471555,0.568627,0.4152285,0.41797
binder09390_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09391_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09392_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09393_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09394_CD20_46-217_model_0,0.1563655,0.223086,0.0906445,0.140484,0.35199,0.366579,0.3197645,0.329737,0.3043615,0.32079,0.2412365,0.253142
binder09395_CD20_46-217_model_0,0.006002,0.012004,0.006244,0.012488,0.139767,0.279534,0.143571,0.287142,0.006002,0.012004,0.0436275,0.087255
binder09396_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09397_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09398_CD20_46-217_model_0,0.0119565,0.012012,0.0122975,0.012306,0.278695,0.279617,0.284391,0.284547,0.0530385,0.061162,0.0331889999999999,0.040805
binder09399_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09400_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09401_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09402_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09403_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09404_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09405_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09406_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09407_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09408_CD20_46-217_model_0,0.0069175,0.013835,0.0065705,0.013141,0.1539135,0.307827,0.1488905,0.297781,0.015436,0.030872,0.0105935,0.021187
binder09409_CD20_46-217_model_0,0.031238,0.048984,0.0651845,0.080947,0.3031985,0.303696,0.3019115,0.303577,0.16425,0.219685,0.2101865,0.249198
binder09410_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09411_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09412_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09413_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09414_CD20_46-217_model_0,0.0190725,0.020134,0.021411,0.029451,0.2910995,0.29629,0.297821,0.301636,0.141327,0.195923,0.1515075,0.199936
binder09415_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09416_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09417_CD20_46-217_model_0,0.005536,0.011072,0.0058165,0.011633,0.1317655,0.263531,0.136652,0.273304,0.005536,0.011072,0.0058165,0.011633
binder09418_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09419_CD20_46-217_model_0,0.629548,0.730459,0.4743825,0.58377,0.7912254999999999,0.794889,0.6631395,0.66761,0.790324,0.794302,0.656845,0.665191
binder09420_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09421_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09422_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09423_CD20_46-217_model_0,0.023071,0.033763,0.0135595,0.014834,0.3015575,0.31772,0.303184,0.322493,0.161411,0.178727,0.0918414999999999,0.107555
binder09424_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09425_CD20_46-217_model_0,0.2994409999999999,0.368511,0.2879135,0.347638,0.472259,0.489097,0.4613845,0.489388,0.4655985,0.480222,0.4532764999999999,0.4767
binder09426_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09427_CD20_46-217_model_0,0.0053585,0.010717,0.0,0.0,0.128605,0.25721,0.0,0.0,0.0053585,0.010717,0.0,0.0
binder09428_CD20_46-217_model_0,0.0,0.0,0.0058455,0.011691,0.0,0.0,0.1371905,0.274381,0.0,0.0,0.0058455,0.011691
binder09429_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09430_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09431_CD20_46-217_model_0,0.0586835,0.071321,0.1405495,0.199817,0.2972265,0.309753,0.3267365,0.329622,0.1816925,0.184063,0.2879895,0.297751
binder09432_CD20_46-217_model_0,0.5153485,0.613562,0.498748,0.589443,0.696527,0.700591,0.682507,0.693748,0.6930935,0.695228,0.676956,0.683428
binder09433_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09434_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09435_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09436_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09437_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09438_CD20_46-217_model_0,0.0305175,0.049291,0.0,0.0,0.2862455,0.297199,0.0,0.0,0.0628925,0.114041,0.0,0.0
binder09439_CD20_46-217_model_0,0.026053,0.03939,0.0148989999999999,0.016335,0.312929,0.334219,0.311209,0.318684,0.1654045,0.19074,0.1461625,0.159839
binder09440_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09441_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09442_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09443_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09444_CD20_46-217_model_0,0.0114504999999999,0.012168,0.005511,0.011022,0.2698035,0.282099,0.1313325,0.262665,0.0114504999999999,0.012168,0.005511,0.011022
binder09445_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09446_CD20_46-217_model_0,0.0058025,0.011605,0.0059215,0.011843,0.136446,0.272892,0.138491,0.276982,0.0058025,0.011605,0.0059215,0.011843
binder09447_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09448_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09449_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09450_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09451_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09452_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09453_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09454_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09455_CD20_46-217_model_0,0.0790465,0.113777,0.080221,0.136125,0.3197689999999999,0.328028,0.309168,0.320881,0.212343,0.222762,0.2124774999999999,0.215703
binder09456_CD20_46-217_model_0,0.309642,0.394796,0.285634,0.34474,0.484446,0.487423,0.461476,0.493555,0.47524,0.478803,0.4506624999999999,0.473691
binder09457_CD20_46-217_model_0,0.0184325,0.022453,0.0137795,0.014126,0.3151155,0.316942,0.3072209999999999,0.31184,0.1393335,0.191851,0.130808,0.175075
binder09458_CD20_46-217_model_0,0.0058965,0.011793,0.015528,0.018619,0.138057,0.276114,0.2894325,0.291838,0.0058965,0.011793,0.0684545,0.105226
binder09459_CD20_46-217_model_0,0.3759115,0.468554,0.327372,0.396408,0.55802,0.562705,0.508677,0.53625,0.5508585,0.55164,0.4988964999999999,0.518423
binder09460_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09461_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09462_CD20_46-217_model_0,0.0,0.0,0.0054045,0.010809,0.0,0.0,0.129434,0.258868,0.0,0.0,0.0054045,0.010809
binder09463_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09464_CD20_46-217_model_0,0.0057305,0.011461,0.0,0.0,0.1351965,0.270393,0.0,0.0,0.0057305,0.011461,0.0,0.0
binder09465_CD20_46-217_model_0,0.373585,0.471894,0.391333,0.495621,0.557923,0.559766,0.57457,0.582977,0.5495165,0.554456,0.5662834999999999,0.579502
binder09466_CD20_46-217_model_0,0.4640365,0.548304,0.2574045,0.339866,0.6529645,0.672596,0.4211875,0.424332,0.6462654999999999,0.660022,0.3924755,0.419898
binder09467_CD20_46-217_model_0,0.005518,0.011036,0.0,0.0,0.131461,0.262922,0.0,0.0,0.005518,0.011036,0.0,0.0
binder09468_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09469_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09470_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09471_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09472_CD20_46-217_model_0,0.2462849999999999,0.316053,0.2622965,0.340116,0.413114,0.417342,0.4298375,0.43061,0.3988715,0.404526,0.4172195,0.4282
binder09473_CD20_46-217_model_0,0.037025,0.055824,0.0201525,0.02836,0.31199,0.331516,0.2999079999999999,0.321109,0.187279,0.188372,0.08155,0.14935
binder09474_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09475_CD20_46-217_model_0,0.3681455,0.451591,0.436876,0.50325,0.555083,0.570156,0.6255649999999999,0.660565,0.5491835,0.56013,0.621415,0.652265
binder09476_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09477_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09478_CD20_46-217_model_0,0.0462035,0.079517,0.1438549999999999,0.228451,0.3063639999999999,0.318815,0.335383,0.35898,0.16443,0.166023,0.2747995,0.306081
binder09479_CD20_46-217_model_0,0.011215,0.011324,0.0113499999999999,0.011488,0.266085,0.268005,0.2684459999999999,0.270858,0.011215,0.011324,0.0113499999999999,0.011488
binder09480_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09481_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09482_CD20_46-217_model_0,0.00544,0.01088,0.0055615,0.011123,0.130067,0.260134,0.1322305,0.264461,0.00544,0.01088,0.0055615,0.011123
binder09483_CD20_46-217_model_0,0.0061085,0.012217,0.0119215,0.012415,0.141427,0.282854,0.2779125,0.285997,0.019329,0.038658,0.0491105,0.086793
binder09484_CD20_46-217_model_0,0.175568,0.242319,0.096459,0.123821,0.349256,0.357865,0.314126,0.331816,0.3175624999999999,0.330559,0.2453265,0.249563
binder09485_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09486_CD20_46-217_model_0,0.180743,0.225628,0.175944,0.22305,0.34536,0.347134,0.335545,0.336115,0.3108605,0.313985,0.2997364999999999,0.301179
binder09487_CD20_46-217_model_0,0.2415425,0.307785,0.3311619999999999,0.422934,0.4098205,0.423409,0.509703,0.512185,0.3956905,0.403948,0.5025094999999999,0.508552
binder09488_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09489_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09490_CD20_46-217_model_0,0.0079455,0.015891,0.006047,0.012094,0.141154,0.282308,0.1405865,0.281173,0.0556135,0.111227,0.006047,0.012094
binder09491_CD20_46-217_model_0,0.0062305,0.012461,0.0,0.0,0.143561,0.287122,0.0,0.0,0.015869,0.031738,0.0,0.0
binder09492_CD20_46-217_model_0,0.005818,0.011636,0.0055765,0.011153,0.136633,0.273266,0.1325,0.265,0.005818,0.011636,0.0055765,0.011153
binder09493_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09494_CD20_46-217_model_0,0.3100185,0.403818,0.3123205,0.404285,0.486286,0.492808,0.4891335,0.493978,0.482639,0.490079,0.4822405,0.491271
binder09495_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09496_CD20_46-217_model_0,0.1279954999999999,0.161129,0.099474,0.120679,0.3188284999999999,0.322665,0.3179925,0.32973,0.2663465,0.26722,0.2521675,0.252607
binder09497_CD20_46-217_model_0,0.020713,0.028537,0.0135525,0.014661,0.300461,0.306952,0.2934965,0.300204,0.129267,0.181336,0.1054325,0.153078
binder09498_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09499_CD20_46-217_model_0,0.0124735,0.012833,0.0709265,0.128524,0.2873735,0.293156,0.290563,0.298714,0.048288,0.084462,0.183856,0.210087
binder09500_CD20_46-217_model_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binder09501_CD20_46-217_model_0,0.0066195,0.013239,0.011713,0.023426,0.1496415,0.299283,0.1442095,0.288419,0.033517,0.067034,0.065023,0.130046
binder09502_CD20_46-217_model_0,0.180462,0.338334,0.157073,0.292591,0.41915,0.424586,0.3968345,0.40246,0.338313,0.366934,0.3019485,0.320842
binder09503_CD20_46-217_model_0,0.0344565,0.048896,0.1311665,0.176172,0.27826,0.287234,0.3124835,0.315261,0.120755,0.123447,0.26534,0.266445
binder09504_CD20_46-217_model_0,0.754861,0.765221,0.7517465000000001,0.760766,0.8573865,0.91332,0.8557975,0.911484,0.8553425,0.909759,0.8538220000000001,0.907533
binder09505_CD20_46-217_model_0,0.701085,0.705546,0.6981625,0.699648,0.8229335,0.885035,0.822081,0.880473,0.820259,0.879686,0.8193185,0.874948
binder09506_CD20_46-217_model_0,0.730195,0.739064,0.7274624999999999,0.747898,0.8420225,0.886644,0.8421894999999999,0.879382,0.8392825,0.882793,0.8396319999999999,0.875323
binder09507_CD20_46-217_model_0,0.808057,0.811379,0.8131619999999999,0.814169,0.892028,0.932589,0.8955655,0.933721,0.8904099999999999,0.929777,0.8939765,0.930953
binder09508_CD20_46-217_model_0,0.663905,0.682342,0.663266,0.687003,0.7974455,0.846623,0.798211,0.843242,0.793779,0.841163,0.7945675000000001,0.8372
binder09509_CD20_46-217_model_0,0.7927744999999999,0.79533,0.7985405,0.799246,0.8827555,0.925805,0.8870255,0.926912,0.8812614999999999,0.923268,0.8857735,0.924408
binder09510_CD20_46-217_model_0,0.6632415,0.671481,0.6673445,0.684453,0.7992815,0.859206,0.8038145,0.856676,0.795795,0.852873,0.8002865,0.850245
binder09511_CD20_46-217_model_0,0.7932835,0.794512,0.78948,0.789677,0.8796714999999999,0.918255,0.877434,0.916263,0.877747,0.915756,0.8757965,0.913438
binder09512_CD20_46-217_model_0,0.739702,0.748011,0.7371300000000001,0.74982,0.8506005,0.896176,0.849567,0.892706,0.8482784999999999,0.892058,0.847634,0.88884
binder09513_CD20_46-217_model_0,0.7270865,0.736806,0.7336395,0.746912,0.839298,0.883386,0.8442675,0.884873,0.836356,0.879136,0.8414565,0.880303
binder09514_CD20_46-217_model_0,0.755398,0.758046,0.754302,0.756402,0.8589605,0.909568,0.8584235,0.908846,0.856544,0.905249,0.856411,0.904821
binder09515_CD20_46-217_model_0,0.653805,0.65483,0.6524099999999999,0.65855,0.7906949999999999,0.857059,0.7904059999999999,0.853176,0.78742,0.851168,0.7868280000000001,0.846674
binder09516_CD20_46-217_model_0,0.7688945,0.77201,0.7684545,0.775173,0.867988,0.916466,0.8695695,0.911944,0.866112,0.912714,0.8676025,0.90801
binder09517_CD20_46-217_model_0,0.733577,0.74016,0.744048,0.750283,0.8440455,0.901066,0.8533835000000001,0.89998,0.8416075000000001,0.896748,0.851025,0.895263
